artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
rn,2yjo98XKVfhZqAWOIuo6px,Hard Hearts,0.3279999999999999,0.777,151368,0.38,0.0193,11,0.0815,-8.16,1,0.138,91.998,4,0.289,37
Sergei Rachmaninoff,0cKy2c6IL80XCnJFDRxl0F,"Symphonic Dances, Op. 45: II. Andante con moto (Tempo di valse)",0.911,0.0689,575000,0.0136,0.611,6,0.104,-31.092,0,0.0442,73.259,4,0.0379,12
Mily Balakirev,35krgrxlwiGs1wrnwQmw8t,Tamara,0.95,0.133,1178266,0.0623,0.852,1,0.0726,-27.403,1,0.0465,78.92399999999999,4,0.038,8
Mily Balakirev,0xXotbcNmHe5uVvW6HrCqd,Russia,0.919,0.18,785533,0.0188,0.655,10,0.243,-27.05,0,0.0409,90.577,4,0.0676,8
Weezer,2RQE1bmonJF9wmHuiYrybU,Happy Hour - Acoustic,0.614,0.57,177059,0.669,0.0,5,0.397,-5.412000000000001,0,0.0286,103.072,4,0.3829999999999999,33
Los Hijos De Garcia,3rwK4sJynuvqYotEShqGxp,Guillermo Trujillo,0.231,0.6609999999999999,234500,0.743,1.17e-05,7,0.0809,-5.354,1,0.107,169.97400000000002,3,0.657,39
Mogli the Iceburg,58jBGJvm3PBhFBdfEf9ORD,Nothing Nice to Say,0.212,0.649,191911,0.4,3.85e-05,0,0.0938,-12.265,1,0.24,204.041,4,0.357,18
Jason Crabb,4Rl9kZ3vh8C2OOjLljxaVf,Washed by the Water,0.535,0.5429999999999999,219600,0.741,0.0,2,0.152,-4.176,1,0.0637,169.833,4,0.705,23
Ashley Monroe,7p0cczmjoJQWTj7qzWn44A,Mother's Daughter,0.0818,0.54,230533,0.557,8.09e-06,4,0.107,-7.655,1,0.0273,108.592,4,0.513,30
Arcade Fire,08zhggw6kImdQ94bsPMRiP,Put Your Money on Me - Single Version,0.35,0.598,239573,0.8059999999999999,0.0070799999999999,4,0.178,-6.33,0,0.0392,123.096,4,0.777,43
Peter Kuli,0XzcZKCGW2eCVNGMS03GYt,Cozy,0.503,0.693,109367,0.527,0.0971,4,0.377,-12.648,0,0.288,157.991,4,0.226,44
Camille Saint-Saëns,7v9Reltj4c85CdjX4Mmnpy,"Piano Concerto No. 4 in C Minor, Op. 44, R. 197: I. Allegro moderato",0.975,0.188,748960,0.0314,0.757,8,0.258,-27.956,1,0.0382,88.271,4,0.0384,12
T R U V O N N E,40sOMAvFp8oIfv0LxFXFkE,Crazy Love,0.477,0.5660000000000001,226351,0.271,0.0233,1,0.1119999999999999,-14.978,1,0.053,140.034,4,0.176,39
Roy Demeo,01ATN94W0ovx3llkFK8J77,Whole Thang,0.00634,0.695,143360,0.6,0.0,0,0.307,-7.404,0,0.0659,147.437,4,0.348,25
Outlaw,22X23ozlTPi2j36tSG5LxS,Renegade (feat. Demun Jones),0.12,0.67,206174,0.942,8.51e-05,0,0.1369999999999999,-5.917000000000001,1,0.268,190.083,4,0.626,37
Demun Jones,18PS18Yfpzysb5W7HOUtA0,Feeling Good,0.0657,0.715,216053,0.644,0.0,7,0.0869,-5.917000000000001,1,0.0377,136.017,4,0.6409999999999999,44
Rothstein,3nXjRxdRGRtDku42eXesqy,October,0.361,0.758,209579,0.57,1.01e-06,5,0.0867,-9.064,1,0.0373,119.112,4,0.278,30
Camille Saint-Saëns,2gLh6gR8bAIkPEf3WvFPdc,"Piano Concerto No. 4 in C Minor, Op. 44, R. 197: II. Allegro vivace",0.98,0.34,845120,0.118,0.8909999999999999,0,0.095,-23.534,1,0.0403,121.049,4,0.146,11
Camille Saint-Saëns,3SZYDRZoKdzEuKxC5tIucE,"Piano Concerto No. 5 in F Major, Op. 103, R. 205 ""Egyptian"": I. Allegro animato",0.988,0.28,683293,0.0624,0.867,5,0.0687,-24.997,1,0.0373,77.16199999999999,3,0.0697,12
Camille Saint-Saëns,62gcTBDotHFsvqgXYPRv5e,"Piano Concerto No. 5 in F Major, Op. 103, R. 205 ""Egyptian"": II. Andante",0.983,0.341,662520,0.0307,0.5760000000000001,2,0.114,-28.77,1,0.0451,124.633,1,0.0393,12
Ashley Monroe,0pNMGl99ohJrxz0O3ardvu,Wild Love,0.139,0.431,231747,0.5870000000000001,0.00183,4,0.19,-6.779,0,0.0379,187.888,4,0.5489999999999999,41
Tercer Cielo,2qXnPsj2I6hFMU7KL2E8m2,Comenzar de Cero,0.278,0.585,230792,0.569,0.0,11,0.0867,-7.184,0,0.0395,147.868,4,0.302,54
Smoke Dza,25ebc3NSYGnXN8JSrDzD9O,The Love,0.7040000000000001,0.517,180741,0.726,0.0,1,0.193,-7.93,1,0.3429999999999999,80.351,4,0.27,26
Jack Stauber,4e9vNGJS0P6Fk9xSywys9b,Pizza Boy,0.207,0.65,240005,0.241,0.00298,9,0.175,-11.666,1,0.0312,130.102,4,0.0369,46
Jaydayoungan,1PpiBu4D5flxMN0VccB3SV,Notice Me,0.209,0.618,99157,0.4379999999999999,0.0,0,0.115,-11.209,0,0.344,147.039,4,0.514,38
Elsa Y Elmar,4bKQUb2YadX9zaek1ngZKj,"Culpa, Tengo",0.00261,0.708,187778,0.5,9.42e-06,11,0.103,-8.359,0,0.13,185.786,4,0.7090000000000001,9
NCT,51q7nOFtavUgnbaVLfwddo,WITHOUT YOU - Chinese Version,0.0394,0.578,205533,0.947,0.0,2,0.126,-1.629,1,0.0588,128.02100000000002,4,0.516,42
D Enyel,61bDqNaqBnA6gaTb0FpnCz,Mi Niña - Remix,0.285,0.7020000000000001,307827,0.787,0.0,7,0.875,-3.982,0,0.193,167.982,4,0.659,36
Above & Beyond,1Eg0uRuYbjvHtk3rIKKsTo,Tightrope,0.4029999999999999,0.502,204400,0.591,0.00293,3,0.0987,-9.892,1,0.0451,127.931,4,0.4039999999999999,42
Exile,5wrZGjq8VVnyaS9uXZz7zN,Bravery,0.0138,0.772,169890,0.601,0.925,4,0.68,-4.931,0,0.0611,93.797,4,0.6729999999999999,24
Snakehips,1iSs2zfb0VWYxmKxb0wPPK,iii'm Not Sorry,0.0445,0.411,242898,0.898,0.0,11,0.138,-3.839,0,0.3279999999999999,82.541,4,0.604,37
Stevie Stone,5hlN7dympJWEpFY7WVgQb6,She's So Fly,0.102,0.718,177160,0.6859999999999999,0.0,5,0.525,-4.771,0,0.185,134.864,4,0.185,30
Stevie Stone,5HIPy9mx76XLKXZRUiduC1,Envy,0.0089,0.679,152693,0.726,0.0,10,0.0838,-6.461,0,0.135,157.9,4,0.48,28
Lucian,2wPuvao4BkoHVzzE3BU0uS,Looking for,0.255,0.6829999999999999,146074,0.64,0.0,0,0.128,-4.2330000000000005,0,0.0615,96.475,4,0.5489999999999999,36
Bipolar Sunshine,4E9SgDzWJcjQSWCT9B27Iw,Pedestal,0.243,0.698,233684,0.6940000000000001,0.00113,7,0.104,-8.111,0,0.291,113.882,4,0.547,35
ALPHA 9,0jUxCVU1NmQkRsKoysd957,All We Need,0.00277,0.649,222212,0.92,0.833,11,0.358,-4.084,0,0.0346,125.006,4,0.3929999999999999,47
Dirtcaps,61ssrE6BQGfXKLHn1qIAKf,NO (feat. Cadet),0.125,0.7879999999999999,174060,0.8370000000000001,6.96e-05,10,0.5589999999999999,-4.945,0,0.128,145.039,4,0.478,41
Ozoyo,6wf595O1wjvpXUmz41T6HZ,Sleepy,0.0223,0.79,78000,0.275,0.963,1,0.107,-9.191,1,0.0702,172.185,4,0.7440000000000001,28
Crankdat,2NnibheatMYNGRf0qqL2op,Need Somebody,0.0118,0.621,256000,0.99,0.249,11,0.191,-2.693,0,0.075,150.032,4,0.172,38
The Knocks,2exsc3rWNYYrYU0JCTXNKX,Ride Or Die (feat. Foster The People) - Purple Disco Machine Remix,0.0962,0.7929999999999999,384026,0.838,0.0781,9,0.0491,-5.791,0,0.0463,120.988,4,0.767,35
Elton,2RGiAPhQJmTYJ3QL2GEi9z,Callin',0.6459999999999999,0.5489999999999999,286648,0.866,0.00073,11,0.135,-6.363,0,0.489,79.72,4,0.2289999999999999,45
OG,1GeAjnmSUPRtXMvF9D4M6G,"Back & 4th, Pt. 2",0.0411,0.715,81096,0.835,0.0,8,0.0948,-4.864,1,0.369,189.844,4,0.63,6
Debi Nova,1SMj7Rwk576dbbd0VsULVT,No Nos Sobran los Domingos - Versión Bachata,0.42,0.627,173469,0.502,0.000122,1,0.345,-9.233,0,0.0342,102.937,4,0.629,48
SEU Worship,5E6upbmm2f8pFJQj6kbz9P,Won't Look Back,0.0603,0.57,214000,0.84,0.0,11,0.266,-4.696000000000001,0,0.128,116.113,4,0.5760000000000001,45
Stevie Stone,7ISoQhPlFPfPF83eCiaZZa,Miles Davis,0.675,0.82,246747,0.635,0.0,4,0.0897,-4.907,0,0.21,99.988,4,0.289,29
Swisha AK,5qTqwC0jXnZn1gXnMM4GE8,welcome2mytorturechamber,0.0819999999999999,0.74,93621,0.182,0.777,10,0.113,-15.669,0,0.0579999999999999,109.0,4,0.3429999999999999,3
Ascent Project,6gOYBVfvvATEu5MKY525e1,Revive My Wonder,0.0038799999999999,0.65,224732,0.8009999999999999,0.00294,9,0.0466,-7.34,1,0.0326,125.018,4,0.4479999999999999,21
Remy Shuck,2SGdTdNhtYnCzzefSuhqNQ,Stone Behind My Ribs - Ethan C. Davis Remix,0.139,0.622,213214,0.6970000000000001,0.00198,10,0.0897,-5.251,1,0.0926,112.053,4,0.409,23
HalfNoise,36AF54h53XJzrtNVhYKShU,All That Love Is,0.000299,0.606,210783,0.957,0.0282,4,0.392,-5.443,0,0.036,114.996,4,0.865,42
Mint Condition,1kqgYG8NFPTAugk6TDLyzO,Breakin' My Heart (Pretty Brown Eyes) [Live],0.00279,0.3879999999999999,371773,0.677,0.000256,7,0.98,-10.962,0,0.0979,135.71,4,0.465,23
Highly Sedated,24AcdQUEAuZtBDXubW7vL9,Last Call - CYA Remix,0.0414,0.56,362880,0.947,0.612,8,0.108,-5.549,0,0.0461,124.993,4,0.1169999999999999,31
Kyle Reynolds,6vmg4kz9PfSkjb7JFwU15d,I Do,0.422,0.5870000000000001,180000,0.534,0.0,11,0.1009999999999999,-9.659,1,0.0292,79.961,4,0.401,33
Annie LeBlanc,4rLXhw9xGIXkltygkVla2i,Girl Time,0.0284,0.653,134153,0.7559999999999999,0.0,6,0.126,-5.185,0,0.0495,124.011,4,0.8029999999999999,40
Renee Rosnes,2cgvE43E8V7f1FD95A8H9H,Rosie,0.613,0.435,392393,0.482,0.207,7,0.103,-10.021,1,0.0312,127.806,3,0.179,15
Mt. Joy,2nVtRa2p2bpz7OxogzvBNW,St. George,0.762,0.478,218720,0.124,0.0,11,0.0451,-11.897,1,0.0454,133.585,4,0.287,48
Moon Hooch,4fD3ePRvYAXIYpXVBfv80z,Acid Mountain,0.000231,0.545,195673,0.8240000000000001,0.107,5,0.0555,-5.228,1,0.0393,132.066,4,0.687,28
Ollie MN,1oM02hj4TgwSCyvuZ8G1Ip,Disappear Daily,0.293,0.8240000000000001,226038,0.469,0.00428,5,0.294,-8.993,1,0.0313,120.007,4,0.451,50
Mint Condition,4TWClEc6fxlwllff26THRz,You Don't Have to Hurt No More (Live),0.000736,0.342,214427,0.606,0.00314,1,0.4039999999999999,-12.757,1,0.0952,138.719,4,0.529,18
Mint Condition,7nrl8RnJtuQmfFy3CPCtp4,So Fine (Live),0.0001149999999999,0.486,221067,0.685,0.0453,5,0.203,-9.957,0,0.0455,129.218,4,0.4679999999999999,17
Dr Zeus,4zuthiRjgwbVdqLL2G5C3x,Nakhra Nawabi,0.0372,0.922,207656,0.855,0.0,1,0.3929999999999999,-3.743,1,0.113,111.797,4,0.92,49
EME,00Swb8YF1RuuoJAUTMwCCE,Deixa Ser,0.0123,0.626,203509,0.6709999999999999,3.5000000000000004e-06,7,0.212,-4.393,1,0.0285,121.905,4,0.667,34
Chocolate Puma,7FaY4PBTq9viETMRVyzcqa,Gotta Get Away (feat. Chateau),0.176,0.754,171000,0.754,4.1200000000000005e-05,0,0.0989,-8.854,1,0.0379,119.958,4,0.441,52
Mint Condition,5mBfjY85bWz88RA1EtrHKK,The Tempest (Live),0.00147,0.273,130173,0.606,0.0895,5,0.153,-12.762,1,0.225,200.607,4,0.185,15
Mint Condition,2LcuXnfrSUVjLxsCRw2LKQ,Is This Pain Our Pleasure (Live),0.00983,0.6579999999999999,372840,0.53,0.0006889999999999,5,0.6920000000000001,-11.85,1,0.0591,122.744,4,0.447,16
Mint Condition,5YqKDWQBw4amYYmpIVRMFY,Whoaa (Live),0.0392,0.637,259920,0.529,8.73e-05,4,0.3,-12.523,0,0.0584,85.005,4,0.617,16
"quickly, quickly",310YJE5J0NjPR42Qs0mByk,Stay Up,0.456,0.612,236334,0.424,0.0883,8,0.0842,-11.062,1,0.386,79.979,4,0.4589999999999999,41
Moon Taxi,1W49RkFX6WHtrXFD1ICpMm,The Way,0.26,0.625,208107,0.6679999999999999,0.0022,1,0.13,-5.222,1,0.0382,81.99600000000001,4,0.507,42
Mint Condition,0E13mIGKKud1JD84HLcgN6,Swole (Live),0.00622,0.599,227787,0.882,0.000152,1,0.322,-10.321,0,0.275,95.251,4,0.358,18
Mint Condition,06WbysOk6Pw9OC8YLoN9EU,I'm Ready (Live),0.00161,0.602,292707,0.507,0.0,5,0.48,-12.916,0,0.042,135.773,4,0.517,14
Mint Condition,6l0tgteX6otMb2STTDfTgi,What Kind of Man Would I Be (Live),0.0284,0.434,504493,0.498,0.000136,5,0.981,-12.362,0,0.0639,128.275,4,0.56,20
N.Flying,4fvOJ3JK6nT11bpw4wNmue,Hot Potato,0.0072299999999999,0.653,193713,0.895,0.0,3,0.173,-2.162,0,0.228,159.97799999999998,4,0.8809999999999999,50
Way Out West,1DmUdPtH8s3qD92gjhHr5v,Tuesday Maybe - Modd Remix,0.0661,0.613,346724,0.636,0.902,0,0.0983,-9.637,1,0.0395,121.998,4,0.483,43
Borgore,7bxdtI2jQXSv5SROSsDSke,Jimmy's Rage,0.000705,0.444,211200,0.926,0.0159,1,0.153,-0.762,1,0.3,72.041,4,0.314,34
Superorganism,5bLtHDdsoRyp3tXxTQrh4F,Relax,0.0603,0.441,163284,0.741,5.08e-05,6,0.299,-6.73,0,0.351,94.488,4,0.442,42
Bizkit,6WXxpGXdOsMVGEQD8D0WQF,420,0.0317,0.742,216000,0.7340000000000001,0.0,7,0.237,-4.223,1,0.0524,140.07,4,0.541,8
Sierra Black,4SJR2lGW1UXg7NxLdZJASP,Make It Easy,0.725,0.472,203522,0.486,0.0,7,0.0979,-4.537,1,0.0292,139.645,4,0.19,41
AshleySmashlaay,3XOYyDycZpRQbqryxCiFCK,Way It Is,0.456,0.818,178547,0.4529999999999999,0.0,4,0.0559999999999999,-8.9,0,0.2739999999999999,120.015,4,0.546,36
Rudimental,2MLis7d8LahXa4TFn3gr89,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - Rudimental VIP",0.0198,0.606,177708,0.8759999999999999,0.0,0,0.21,-4.152,1,0.0737,175.97400000000002,4,0.34,33
Charly Black,6Bd4eccfo1gmRDCmqYStQQ,Whine up Fimi - Produced by Johnny Wonder & Adde Instrumentals,0.299,0.675,212211,0.674,0.0,1,0.0761,-3.93,0,0.0837,94.982,4,0.601,49
Mint Condition,3imnPM48cNlhJUil2p2M7U,Mintal / Drums (Live),3.929999999999999e-05,0.542,86507,0.439,0.934,11,0.0714,-19.872,0,0.0475,112.161,4,0.195,13
Jaydayoungan,1mktWKQklKC1ImhBo4afnI,See You Later,0.1889999999999999,0.718,129610,0.483,0.0,5,0.125,-10.747,0,0.268,139.966,4,0.482,36
Jake Miller,1YnugEwY3ZIH06jSbX7Qf6,Showing You Off,0.00599,0.768,189600,0.597,4.49e-05,11,0.129,-5.089,1,0.0343,99.969,4,0.606,41
Lily Allen,6y0tDMrNysXshULtc6a5tS,Higher,0.595,0.515,248067,0.4539999999999999,3.12e-05,6,0.0791,-10.607,0,0.215,100.097,4,0.354,36
Franz Joseph Haydn,6I9vuHlQecUwWxgZpl05OM,"Piano Trio in A Major, Hob. XV:18: III. Allegro",0.971,0.414,211733,0.249,0.818,9,0.216,-17.986,1,0.0446,155.066,3,0.6459999999999999,34
Mint Condition,7F8HcEJMIkbhNDU7VoNlaI,Mintal / Instrumental (Live),0.000733,0.594,279667,0.695,0.0135,1,0.6509999999999999,-10.938,1,0.176,110.68,3,0.391,12
Mint Condition,1LQ1Rcur4AqbXZAfMG4pO8,Funky Weekend (Live),0.00283,0.525,224227,0.674,0.00375,9,0.336,-11.566,0,0.08,97.638,4,0.621,12
Mint Condition,6jF9NIEEiOoRWBZ5Kzuxc3,Call Me (Live),0.00131,0.705,293667,0.555,4.71e-05,5,0.962,-11.269,0,0.0743,97.795,4,0.583,12
Mint Condition,6XZKy0PxS3KKZtuLukTeo8,What You Bring to the Party (Live),0.000629,0.462,292973,0.615,3.2e-05,4,0.1,-10.493,0,0.205,198.67,4,0.644,12
Neffex,0sie5adlcX23OG6K4kXCVI,Gibberish,0.166,0.7040000000000001,149647,0.87,0.0,7,0.4539999999999999,-5.723,1,0.319,169.995,4,0.8540000000000001,43
The Garden,1ozjT4y1lEBI56EuZdTzNm,Make a Wish,0.0703,0.6459999999999999,167000,0.8440000000000001,0.0002089999999999,2,0.104,-6.032,1,0.0481,90.001,4,0.578,42
Jesse Leprotti,50IjEJutbWwTj1GmbMOvs8,23,0.0101,0.6459999999999999,221624,0.432,2.39e-05,2,0.115,-10.572,0,0.168,140.13,4,0.131,16
India Love,2a4VsYZ2SMJgczBrElYqTz,Loco,0.0997,0.825,273778,0.794,0.0,4,0.165,-0.911,0,0.1009999999999999,134.995,4,0.469,33
Ryan Caraveo,1bwZmtaqjnLQd6zL5xGZ8a,Lungs,0.21,0.76,232830,0.561,0.0101,5,0.109,-8.809,0,0.14,140.0,4,0.3979999999999999,43
The Seige,0bqrFwY1HixfnusFxhYbDl,Die in This Town,0.0127,0.685,151500,0.746,0.0,5,0.32,-4.558,1,0.2739999999999999,64.95,4,0.594,52
Jack Stauber,71PrQMNwvrugmDlgw2KvlY,It's Alright,0.698,0.524,250107,0.178,0.0938,9,0.103,-11.22,1,0.0273,134.06,4,0.18,44
CJ RcM,7lyO4SepIm4i9LSP2VM9kn,Autumn - Original Mix,0.0792,0.862,284056,0.485,0.8809999999999999,1,0.1009999999999999,-12.14,1,0.0628,120.003,4,0.145,58
Luiz Sousa,4qDA3YLCc24AjDDQcBLXmt,5 Estrelas,0.239,0.6679999999999999,190839,0.845,0.0,0,0.275,-2.904,1,0.104,139.91299999999998,4,0.828,13
Bella Thorne,4lfVHiLJGnM2QCpfMecqCn,Walk with Me (Single from the Midnight Sun Original Motion Picture Soundtrack),0.286,0.695,204000,0.437,0.0001899999999999,0,0.184,-8.493,1,0.0286,130.003,4,0.206,52
Luvian,3Mfq52SWEwQ8Gq9QMCw5Cv,Trips In Magenta,0.745,0.762,329143,0.503,0.445,7,0.0923,-12.055,0,0.1689999999999999,140.01,4,0.174,23
Damar Jackson,5i3aU3GhxE8gS3vsaKJIkg,No Protection (Remix) (feat. Kash Doll),0.0812,0.58,239713,0.467,0.0,1,0.1009999999999999,-8.511000000000001,1,0.362,122.042,4,0.1159999999999999,14
P!nk,0nNQREPJzN9tn9rJumDOHt,Beautiful Trauma - Kat Krazy Remix,0.341,0.7559999999999999,193661,0.949,0.0,7,0.0995,-1.73,1,0.124,112.086,4,0.506,46
EBEN,3bPNZZ7whU6kEpbTCjlnhk,Shnack,0.583,0.7020000000000001,174237,0.768,0.00014,4,0.139,-6.912999999999999,0,0.1669999999999999,159.952,4,0.8759999999999999,38
NateWantsToBattle,4MQ6kGdSaEsL1GLhHDGXwp,Delete Me,0.0003399999999999,0.4039999999999999,277714,0.974,0.0,7,0.152,-3.506,1,0.2189999999999999,140.115,4,0.138,37
Smoke Dza,6nRMc6sb5Y9nui3SKGZcS1,The Lifestyle,0.647,0.7829999999999999,171904,0.662,4.27e-06,4,0.228,-6.098,0,0.177,118.011,4,0.551,25
Егор Крид,2khK4aqzvb1Dsc2HqaU5zJ,Миллион алых роз,0.0108,0.412,191444,0.758,0.0,8,0.103,-5.745,1,0.132,91.537,5,0.37,54
Postcards From Mars,3nabP5VT5CKms8pORQTOjx,Swallow,0.867,0.495,136000,0.18,0.0,3,0.3389999999999999,-13.202,0,0.0403,93.431,4,0.236,38
Junoflo,7kH8cKU5vlnpIR9uBUpP06,Grapevine,0.173,0.736,209579,0.701,0.0,7,0.353,-6.331,1,0.176,95.012,4,0.7190000000000001,48
Above & Beyond,6890JVvYa22D2lCY29S67e,Always,0.962,0.353,250907,0.146,0.0129,9,0.0973,-16.82,0,0.0326,127.856,4,0.0652,40
Bipolar Sunshine,7i7cqLZ2CAZxW47WhfIov8,Pressure,0.174,0.8,222079,0.732,0.0301,2,0.0745,-6.196000000000001,0,0.0544,99.966,4,0.5870000000000001,33
Adamn Killa,1tn8Xrta9zQ52znAHKAny0,Cluckin (feat. Z Money),0.154,0.752,192000,0.486,0.0042899999999999,4,0.0722,-9.784,1,0.255,140.025,4,0.371,31
Stevie Stone,51POrd6GVFZ1oR8jTigBl5,Bad Habits,0.358,0.583,204080,0.52,0.0,1,0.21,-6.627999999999999,0,0.0603,84.94200000000001,4,0.168,30
The Longshot,1P3PJEzuZBRV3uTMEy1t6t,Body Bag,0.0843,0.419,164954,0.8859999999999999,8.5e-06,0,0.226,-4.619,1,0.0371,110.018,4,0.472,30
The Longshot,3WUKoji1aweSXxm2ChzjwS,Turn Me Loose,0.000396,0.47,199591,0.976,0.00021,11,0.166,-2.435,1,0.0462,147.031,4,0.89,35
Pendulum,4VuAlVN957qxKDBq8WzKEV,Hold Your Colour - Noisia Remix,0.0485,0.264,322937,0.846,0.00115,0,0.147,-2.6710000000000003,1,0.19,173.248,4,0.0665,40
Harrison Sands,1CYUOOW6aONSh2soLIVC3M,Ain't Nobody,0.7829999999999999,0.759,178899,0.4029999999999999,0.0001149999999999,6,0.186,-8.193999999999999,1,0.0441,97.591,4,0.494,28
Portugal. The Man,7MDYosWWijgd5bRIOdApiz,Live In The Moment,0.002,0.546,246787,0.583,0.173,6,0.115,-7.317,0,0.0348,128.017,4,0.235,41
Jack Stauber,3S4hFDy7svdrVq27dmdy7T,Gettin' My Mom On,0.198,0.884,129103,0.479,0.0364,7,0.0925,-10.44,1,0.0501,121.976,4,0.848,50
Jack Stauber,0jX5phmoEyevUXOk6WH3Iz,Databend,0.632,0.614,199297,0.526,0.8009999999999999,0,0.299,-11.472,1,0.0343,176.995,4,0.351,44
The Longshot,5X8WUl2XkMm8r8A9dC70n4,Happiness,0.00122,0.451,174824,0.96,0.0,5,0.247,-3.518,1,0.0551,161.061,4,0.721,33
Sauce Walka,6eB2EYOneJkfyLUogc63tg,Alot Of That,0.0278,0.604,216890,0.423,0.0,8,0.0837,-8.219,1,0.391,200.287,3,0.265,35
Loso Loaded,2fWj656UGJyMqz3NqK09Q5,Never Seen (feat. 21 Savage),0.0604,0.855,202031,0.446,0.0,5,0.175,-5.555,1,0.233,128.072,4,0.351,28
FlipTunesMusic,2IdULl7RUlh9rmy0CG7fXu,Be Alright,0.15,0.674,223817,0.688,0.0,0,0.115,-7.286,0,0.0714,92.976,4,0.655,19
"Albert Hammond, Jr.",3AgrcbfCREzW0kGFUNJnqW,Rocky's Late Night,0.0538,0.619,256787,0.672,0.0699,0,0.0518,-6.428999999999999,0,0.0385,94.998,4,0.805,51
Swisha AK,2mB1U9d1NBJVGrtbXA5KMT,realm,0.945,0.3989999999999999,140015,0.0407,0.927,7,0.0875,-22.255,1,0.0525,119.662,4,0.231,4
Kaspa,3uI65ZwevJf93fH2aBc3JY,Power Struggle,0.00109,0.541,294688,0.59,0.000221,1,0.174,-6.858,1,0.188,174.08599999999998,4,0.0787,2
Judas Priest,0LLrDYfS9umDFiPOlh3pqP,Lone Wolf,1.67e-05,0.55,309053,0.8170000000000001,0.0334,6,0.0792,-7.675,1,0.0332,112.114,4,0.379,44
J Alvarez,5pI0CJOa022p5kWJNG7CH4,Déjame Decirte,0.225,0.6409999999999999,214539,0.901,0.0,6,0.36,-3.2910000000000004,0,0.113,172.02200000000002,4,0.763,34
Stevie Stone,1G7yWYTX0oHkOaQBi4DBr3,Pluto,0.23,0.752,226787,0.6970000000000001,0.0,7,0.1369999999999999,-6.6,0,0.436,107.832,4,0.216,28
Stevie Stone,3gbwn3r1lqImDc4iC5UYC5,Cautious,0.0522,0.82,224947,0.7859999999999999,0.0,9,0.295,-5.728,1,0.262,125.989,4,0.349,29
The Vaccines,1VmjnCIlazrlKT0ifNMnab,Surfing in the Sky,0.00171,0.357,151280,0.841,2.13e-06,0,0.106,-3.492,1,0.0649,85.042,4,0.36,43
LIL PHAG,2StiLJ0JZbMzZVDGPPDOuA,3am anxiety,0.00414,0.601,136421,0.622,0.0,5,0.083,-4.008,0,0.0582,190.04,4,0.46,26
Simple Plan,3LVdtz2Snhw5riAZ3qWZrp,Grow Up,0.0029,0.529,153200,0.916,8.75e-06,11,0.322,-4.194,1,0.0702,138.026,4,0.667,45
Bunbury,1043k1DNBIhPhvZ7BANXBW,La constante,0.0697,0.496,247946,0.534,0.0,4,0.0939,-5.222,1,0.0255,102.057,4,0.342,34
OG,0l6PH3XX1MeWdoEwZRlHuR,Fuck It Up,0.216,0.7040000000000001,150960,0.418,0.0,7,0.106,-9.18,1,0.214,136.084,4,0.115,2
Hudson Taylor,4YSoAUdoRR9uWsPGD8uXjX,Easy Baby,0.531,0.6559999999999999,201680,0.7040000000000001,0.0,6,0.123,-4.281000000000001,1,0.0345,95.001,4,0.782,35
Ronny J,10LoXgTIHe2er0tylSToYc,Glacier (feat. Denzel Curry),0.0429,0.82,145860,0.662,0.000493,1,0.123,-2.859,1,0.125,117.05,4,0.113,41
Smoke Dza,4FEuh8zuTv3IIO8BaCsQPc,The Hook Up,0.184,0.629,182695,0.8170000000000001,0.0,8,0.401,-4.955,0,0.289,85.93299999999999,4,0.728,44
Thomas Barrandon,4V0rrbFdfzLbcV3WOYjXXa,The Quiet Earth,0.000117,0.424,330827,0.848,0.8240000000000001,3,0.0996,-6.181,0,0.0376,95.506,4,0.0593,53
Travis Thompson,7as20xy0H111tY7375Jzij,Ain't Shit,0.623,0.475,185012,0.728,0.0,6,0.18,-6.957000000000001,0,0.368,166.673,4,0.416,32
Frills,2Ds0TiRRDljEcbVk1bofMG,Human Beingz,0.0562,0.6,243500,0.79,0.614,8,0.176,-7.984,0,0.0321,100.024,4,0.6459999999999999,41
PRhyme,59M3RjQzfPyJZMOB9a63br,W.O.W. (With out Warning) - Instrumental,0.00601,0.613,199773,0.797,0.311,9,0.476,-3.178,0,0.0838,176.053,4,0.632,17
Jerry White,6wLLZ9WngfzOLXu8qaRDFz,Private,0.0717,0.7340000000000001,224052,0.44,0.000504,11,0.108,-9.002,0,0.0709,119.956,4,0.2239999999999999,0
Scott Harris Regime,4DnDBnoFNzwShsvpUY07dn,While the World Sleeps,0.0273,0.638,166875,0.633,0.0,1,0.072,-4.73,0,0.0505,128.111,4,0.238,22
PRhyme,0UKTn7rxWCIhdTQQGu3Ebu,Black History - Instrumental,0.00171,0.375,220754,0.774,0.875,0,0.14,-4.212,1,0.0574,150.22,4,0.614,9
EXO,0mSYnR1ubvlot6XQlfZ6vI,Cosmic Railway,0.0316,0.501,278573,0.804,0.0,4,0.314,-5.206,1,0.0616,150.02,4,0.2189999999999999,49
LOWTUS,0Lyu5KXOAyUzwPRlRIpmBo,New Motion,0.349,0.252,243014,0.534,4.07e-05,0,0.102,-7.874,0,0.0541,83.955,4,0.0602,24
